group;id;course;semester;grade
2;25;Neurotechnology and Mind Control;1;12.25
2;25;Quantum Physics and Time Manipulation;2;10
2;25;Quantum Physics and Time Manipulation;2;9
2;25;Quantum Physics and Time Manipulation;2;8
2;25;Quantum Physics and Time Manipulation;2;8
2;25;Quantum Physics and Time Manipulation;2;6
2;25;Quantum Physics and Time Manipulation;2;7
2;25;Quantum Physics and Time Manipulation;2;7
2;25;Quantum Physics and Time Manipulation;2;9
2;25;Quantum Physics and Time Manipulation;2;10
2;25;Space Law and Ethics;1;7.5
2;25;Space Law and Ethics;1;6.5
2;25;Space Law and Ethics;1;8
2;25;Space Law and Ethics;1;5
2;25;Space Law and Ethics;1;7.5
2;25;Space Law and Ethics;1;1.5
2;25;Space Law and Ethics;1;6
2;25;Space Law and Ethics;1;2.5
2;25;Space Law and Ethics;1;9
2;25;Space Law and Ethics;1;7
2;25;Virtual Reality and Simulated Environments;1;17.1
2;25;Virtual Reality and Simulated Environments;1;16.8
2;25;Virtual Reality and Simulated Environments;1;17.4
2;25;Virtual Reality and Simulated Environments;1;14.9
2;25;Virtual Reality and Simulated Environments;1;17
2;25;Virtual Reality and Simulated Environments;1;15
2;25;Xenobiology and Extraterrestrial Life;1;7.5
2;25;Xenobiology and Extraterrestrial Life;1;5.25
2;25;Xenobiology and Extraterrestrial Life;1;3.75
2;25;Xenobiology and Extraterrestrial Life;1;6.25
2;25;Xenobiology and Extraterrestrial Life;1;8.5
2;26;Artificial Intelligence and Robotics;2;9.4
2;26;Artificial Intelligence and Robotics;2;13.4
2;26;Artificial Intelligence and Robotics;2;11.4
2;26;Artificial Intelligence and Robotics;2;12.3
2;26;Artificial Intelligence and Robotics;2;9.6
2;26;Artificial Intelligence and Robotics;2;14.7
2;26;Astroengineering and Planetary Colonization;1;3.5
2;26;Astroengineering and Planetary Colonization;1;6
2;26;Astroengineering and Planetary Colonization;1;5.5
2;26;Astroengineering and Planetary Colonization;1;10
2;26;Astroengineering and Planetary Colonization;1;6
2;26;Astroengineering and Planetary Colonization;1;6
2;26;Cybernetics and Human Augmentation;1;8
2;26;Cybernetics and Human Augmentation;1;15
2;26;Cybernetics and Human Augmentation;1;13
2;26;Cybernetics and Human Augmentation;1;13
2;26;Cybernetics and Human Augmentation;1;11
2;26;Cybernetics and Human Augmentation;1;12
2;26;Cybernetics and Human Augmentation;1;8
2;26;Cybernetics and Human Augmentation;1;11
2;26;Cybernetics and Human Augmentation;1;14
2;26;Cybernetics and Human Augmentation;1;13
2;26;Energy Harvesting and Sustainability;2;15.7
2;26;Energy Harvesting and Sustainability;2;15.4
2;26;Energy Harvesting and Sustainability;2;17.8
2;26;Energy Harvesting and Sustainability;2;14.5
2;26;Interstellar Travel and Navigation;2;13.5
2;26;Interstellar Travel and Navigation;2;7.5
2;26;Interstellar Travel and Navigation;2;12
2;26;Interstellar Travel and Navigation;2;14
2;26;Interstellar Travel and Navigation;2;8.5
2;26;Interstellar Travel and Navigation;2;6
2;26;Interstellar Travel and Navigation;2;12.5
2;26;Interstellar Travel and Navigation;2;6
2;26;Interstellar Travel and Navigation;2;6.5
2;26;Interstellar Travel and Navigation;2;10.5
2;26;Neurotechnology and Mind Control;1;8.25
2;26;Neurotechnology and Mind Control;1;6.75
2;26;Neurotechnology and Mind Control;1;5.75
2;26;Neurotechnology and Mind Control;1;9
2;26;Neurotechnology and Mind Control;1;10.25
2;26;Neurotechnology and Mind Control;1;7.75
2;26;Neurotechnology and Mind Control;1;7.5
2;26;Neurotechnology and Mind Control;1;5.75
2;26;Quantum Physics and Time Manipulation;2;8
2;26;Quantum Physics and Time Manipulation;2;10
2;26;Quantum Physics and Time Manipulation;2;8
2;26;Quantum Physics and Time Manipulation;2;7
2;26;Quantum Physics and Time Manipulation;2;11
2;26;Quantum Physics and Time Manipulation;2;10
2;26;Quantum Physics and Time Manipulation;2;9
2;26;Quantum Physics and Time Manipulation;2;10
2;26;Quantum Physics and Time Manipulation;2;7
2;26;Quantum Physics and Time Manipulation;2;9
2;26;Space Law and Ethics;1;8
2;26;Space Law and Ethics;1;7
2;26;Space Law and Ethics;1;4.5
2;26;Space Law and Ethics;1;6
2;26;Space Law and Ethics;1;4.5
2;26;Space Law and Ethics;1;7.5
2;26;Space Law and Ethics;1;6.5
2;26;Space Law and Ethics;1;6.5
2;26;Space Law and Ethics;1;6
2;26;Virtual Reality and Simulated Environments;1;20
2;26;Virtual Reality and Simulated Environments;1;15.3
2;26;Virtual Reality and Simulated Environments;1;13.2
2;26;Virtual Reality and Simulated Environments;1;20
2;26;Virtual Reality and Simulated Environments;1;17.4
2;26;Virtual Reality and Simulated Environments;1;17.7
2;26;Xenobiology and Extraterrestrial Life;1;9.5
2;26;Xenobiology and Extraterrestrial Life;1;6.5
2;26;Xenobiology and Extraterrestrial Life;1;4.75
2;26;Xenobiology and Extraterrestrial Life;1;6
2;26;Xenobiology and Extraterrestrial Life;1;5
2;37;Artificial Intelligence and Robotics;2;10.7
2;37;Artificial Intelligence and Robotics;2;11.4
2;37;Artificial Intelligence and Robotics;2;11.6
2;37;Artificial Intelligence and Robotics;2;13.1
2;37;Artificial Intelligence and Robotics;2;11.4
2;37;Artificial Intelligence and Robotics;2;10.1
2;37;Artificial Intelligence and Robotics;2;12.6
2;37;Astroengineering and Planetary Colonization;1;5
2;37;Astroengineering and Planetary Colonization;1;14
2;37;Astroengineering and Planetary Colonization;1;13
2;37;Astroengineering and Planetary Colonization;1;10.5
2;37;Astroengineering and Planetary Colonization;1;3
2;37;Astroengineering and Planetary Colonization;1;10
2;37;Astroengineering and Planetary Colonization;1;7.5
2;37;Astroengineering and Planetary Colonization;1;10
2;37;Cybernetics and Human Augmentation;1;6
2;37;Cybernetics and Human Augmentation;1;13
2;37;Cybernetics and Human Augmentation;1;9
2;37;Cybernetics and Human Augmentation;1;13
2;37;Cybernetics and Human Augmentation;1;11
2;37;Cybernetics and Human Augmentation;1;15
2;37;Cybernetics and Human Augmentation;1;16
2;37;Cybernetics and Human Augmentation;1;13
2;37;Cybernetics and Human Augmentation;1;13
2;37;Cybernetics and Human Augmentation;1;10
2;37;Energy Harvesting and Sustainability;2;11.3
2;37;Energy Harvesting and Sustainability;2;15.5
2;37;Energy Harvesting and Sustainability;2;10.8
2;37;Energy Harvesting and Sustainability;2;13.4
2;37;Interstellar Travel and Navigation;2;9.5
2;37;Interstellar Travel and Navigation;2;12.5
2;37;Interstellar Travel and Navigation;2;5.5
2;37;Interstellar Travel and Navigation;2;12
2;37;Interstellar Travel and Navigation;2;14
2;37;Interstellar Travel and Navigation;2;9
2;37;Interstellar Travel and Navigation;2;3.5
2;37;Interstellar Travel and Navigation;2;9.5
2;37;Neurotechnology and Mind Control;1;11.25
2;37;Neurotechnology and Mind Control;1;5.75
2;37;Neurotechnology and Mind Control;1;10.75
2;37;Neurotechnology and Mind Control;1;13
2;37;Neurotechnology and Mind Control;1;9
2;37;Neurotechnology and Mind Control;1;6.5
2;37;Neurotechnology and Mind Control;1;7
2;37;Neurotechnology and Mind Control;1;9.75
2;37;Neurotechnology and Mind Control;1;10.75
2;37;Quantum Physics and Time Manipulation;2;7
2;37;Quantum Physics and Time Manipulation;2;8
2;37;Quantum Physics and Time Manipulation;2;8
2;37;Quantum Physics and Time Manipulation;2;7
2;37;Quantum Physics and Time Manipulation;2;6
2;37;Quantum Physics and Time Manipulation;2;12
2;37;Quantum Physics and Time Manipulation;2;9
2;37;Quantum Physics and Time Manipulation;2;8
2;37;Quantum Physics and Time Manipulation;2;14
2;37;Quantum Physics and Time Manipulation;2;8
2;37;Space Law and Ethics;1;8
2;37;Space Law and Ethics;1;5.5
2;37;Space Law and Ethics;1;6
2;37;Space Law and Ethics;1;6.5
2;37;Space Law and Ethics;1;6
2;37;Space Law and Ethics;1;7
2;37;Space Law and Ethics;1;3
2;37;Space Law and Ethics;1;9
2;37;Space Law and Ethics;1;7.5
2;37;Space Law and Ethics;1;7.5
2;37;Virtual Reality and Simulated Environments;1;14.8
2;37;Virtual Reality and Simulated Environments;1;14.1
2;37;Virtual Reality and Simulated Environments;1;18.5
2;37;Virtual Reality and Simulated Environments;1;17
2;37;Virtual Reality and Simulated Environments;1;17.8
2;37;Virtual Reality and Simulated Environments;1;14.7
2;37;Xenobiology and Extraterrestrial Life;1;6.5
2;37;Xenobiology and Extraterrestrial Life;1;10.75
2;37;Xenobiology and Extraterrestrial Life;1;5.25
2;37;Xenobiology and Extraterrestrial Life;1;0
2;37;Xenobiology and Extraterrestrial Life;1;4.5
2;64;Artificial Intelligence and Robotics;2;12.2
2;64;Artificial Intelligence and Robotics;2;12.5
2;64;Artificial Intelligence and Robotics;2;9.5
2;64;Artificial Intelligence and Robotics;2;9.2
2;64;Artificial Intelligence and Robotics;2;10.4
2;64;Artificial Intelligence and Robotics;2;10.3
2;64;Artificial Intelligence and Robotics;2;10.1
2;64;Astroengineering and Planetary Colonization;1;4
2;64;Astroengineering and Planetary Colonization;1;4
2;64;Astroengineering and Planetary Colonization;1;5.5
2;64;Astroengineering and Planetary Colonization;1;3
2;64;Astroengineering and Planetary Colonization;1;5
2;64;Astroengineering and Planetary Colonization;1;9
2;64;Astroengineering and Planetary Colonization;1;8.5
2;64;Astroengineering and Planetary Colonization;1;8
2;64;Cybernetics and Human Augmentation;1;10
2;64;Cybernetics and Human Augmentation;1;9
2;64;Cybernetics and Human Augmentation;1;10
2;64;Cybernetics and Human Augmentation;1;8
2;64;Cybernetics and Human Augmentation;1;15
2;64;Cybernetics and Human Augmentation;1;10
2;64;Cybernetics and Human Augmentation;1;10
2;64;Cybernetics and Human Augmentation;1;9
2;64;Cybernetics and Human Augmentation;1;10
2;64;Energy Harvesting and Sustainability;2;15.2
2;64;Energy Harvesting and Sustainability;2;10.4
2;64;Energy Harvesting and Sustainability;2;11.6
2;64;Energy Harvesting and Sustainability;2;10.7
2;64;Interstellar Travel and Navigation;2;7.5
2;64;Interstellar Travel and Navigation;2;10
2;64;Interstellar Travel and Navigation;2;8
2;64;Interstellar Travel and Navigation;2;10.5
2;64;Interstellar Travel and Navigation;2;8
2;64;Interstellar Travel and Navigation;2;5
2;64;Interstellar Travel and Navigation;2;10.5
2;64;Interstellar Travel and Navigation;2;10
2;64;Interstellar Travel and Navigation;2;2
2;64;Interstellar Travel and Navigation;2;16.5
2;64;Neurotechnology and Mind Control;1;10.25
2;64;Neurotechnology and Mind Control;1;8.75
2;64;Neurotechnology and Mind Control;1;9.25
2;64;Neurotechnology and Mind Control;1;11.25
2;64;Neurotechnology and Mind Control;1;8
2;64;Neurotechnology and Mind Control;1;9.25
2;64;Neurotechnology and Mind Control;1;5.5
2;64;Neurotechnology and Mind Control;1;6.5
2;64;Quantum Physics and Time Manipulation;2;13
2;64;Quantum Physics and Time Manipulation;2;5
2;64;Quantum Physics and Time Manipulation;2;10
2;64;Quantum Physics and Time Manipulation;2;6
2;64;Quantum Physics and Time Manipulation;2;9
2;64;Quantum Physics and Time Manipulation;2;9
2;64;Quantum Physics and Time Manipulation;2;9
2;64;Quantum Physics and Time Manipulation;2;7
2;64;Quantum Physics and Time Manipulation;2;6
2;64;Quantum Physics and Time Manipulation;2;8
2;64;Space Law and Ethics;1;7.5
2;64;Space Law and Ethics;1;4.5
2;64;Space Law and Ethics;1;4.5
2;64;Space Law and Ethics;1;5
2;64;Space Law and Ethics;1;4
2;64;Space Law and Ethics;1;4.5
2;64;Space Law and Ethics;1;3.5
2;64;Space Law and Ethics;1;9.5
2;64;Space Law and Ethics;1;7.5
2;64;Space Law and Ethics;1;9
2;64;Virtual Reality and Simulated Environments;1;15.6
2;64;Virtual Reality and Simulated Environments;1;16.6
2;64;Virtual Reality and Simulated Environments;1;16.2
2;64;Virtual Reality and Simulated Environments;1;17.8
2;64;Virtual Reality and Simulated Environments;1;14.2
2;64;Xenobiology and Extraterrestrial Life;1;3.25
2;64;Xenobiology and Extraterrestrial Life;1;7.75
2;64;Xenobiology and Extraterrestrial Life;1;4.5
2;64;Xenobiology and Extraterrestrial Life;1;4.25
2;64;Xenobiology and Extraterrestrial Life;1;8.75
2;143;Artificial Intelligence and Robotics;2;10
2;143;Artificial Intelligence and Robotics;2;9.9
2;143;Artificial Intelligence and Robotics;2;11.3
2;143;Artificial Intelligence and Robotics;2;11
2;143;Artificial Intelligence and Robotics;2;13.5
2;143;Artificial Intelligence and Robotics;2;10.6
2;143;Astroengineering and Planetary Colonization;1;6
2;143;Astroengineering and Planetary Colonization;1;7.5
2;143;Astroengineering and Planetary Colonization;1;9.5
2;143;Astroengineering and Planetary Colonization;1;6
2;143;Astroengineering and Planetary Colonization;1;3.5
2;143;Astroengineering and Planetary Colonization;1;2.5
2;143;Astroengineering and Planetary Colonization;1;8
2;143;Astroengineering and Planetary Colonization;1;5.5
2;143;Cybernetics and Human Augmentation;1;11
2;143;Cybernetics and Human Augmentation;1;8
2;143;Cybernetics and Human Augmentation;1;9
2;143;Cybernetics and Human Augmentation;1;12
2;143;Cybernetics and Human Augmentation;1;15
2;143;Cybernetics and Human Augmentation;1;10
2;143;Cybernetics and Human Augmentation;1;10
2;143;Cybernetics and Human Augmentation;1;11
2;143;Cybernetics and Human Augmentation;1;11
2;143;Cybernetics and Human Augmentation;1;9
2;143;Energy Harvesting and Sustainability;2;14.4
2;143;Energy Harvesting and Sustainability;2;9.4
2;143;Energy Harvesting and Sustainability;2;11.6
2;143;Interstellar Travel and Navigation;2;9.5
2;143;Interstellar Travel and Navigation;2;8
2;143;Interstellar Travel and Navigation;2;9
2;143;Interstellar Travel and Navigation;2;8
2;143;Interstellar Travel and Navigation;2;5.5
2;143;Interstellar Travel and Navigation;2;6
2;143;Interstellar Travel and Navigation;2;11
2;143;Interstellar Travel and Navigation;2;11.5
2;143;Interstellar Travel and Navigation;2;11
2;143;Interstellar Travel and Navigation;2;12
2;143;Neurotechnology and Mind Control;1;6.25
2;143;Neurotechnology and Mind Control;1;9.75
2;143;Neurotechnology and Mind Control;1;8.25
2;143;Neurotechnology and Mind Control;1;8.25
2;143;Neurotechnology and Mind Control;1;9.5
2;143;Neurotechnology and Mind Control;1;10.75
2;143;Neurotechnology and Mind Control;1;8.25
2;143;Neurotechnology and Mind Control;1;9.5
2;143;Quantum Physics and Time Manipulation;2;10
2;143;Quantum Physics and Time Manipulation;2;8
2;143;Quantum Physics and Time Manipulation;2;9
2;143;Quantum Physics and Time Manipulation;2;7
2;143;Quantum Physics and Time Manipulation;2;8
2;143;Quantum Physics and Time Manipulation;2;10
2;143;Quantum Physics and Time Manipulation;2;10
2;143;Quantum Physics and Time Manipulation;2;9
2;143;Quantum Physics and Time Manipulation;2;7
2;143;Quantum Physics and Time Manipulation;2;8
2;143;Space Law and Ethics;1;7
2;143;Space Law and Ethics;1;6
2;143;Space Law and Ethics;1;5
2;143;Space Law and Ethics;1;3
2;143;Space Law and Ethics;1;6.5
2;143;Space Law and Ethics;1;7
2;143;Space Law and Ethics;1;9
2;143;Space Law and Ethics;1;8
2;143;Space Law and Ethics;1;5
2;143;Space Law and Ethics;1;6
2;143;Virtual Reality and Simulated Environments;1;17.7
2;143;Virtual Reality and Simulated Environments;1;14.7
2;143;Virtual Reality and Simulated Environments;1;16.3
2;143;Virtual Reality and Simulated Environments;1;15.6
2;143;Virtual Reality and Simulated Environments;1;15.6
2;143;Virtual Reality and Simulated Environments;1;18.4
2;143;Xenobiology and Extraterrestrial Life;1;7.5
2;143;Xenobiology and Extraterrestrial Life;1;6
2;143;Xenobiology and Extraterrestrial Life;1;10.25
2;143;Xenobiology and Extraterrestrial Life;1;4.5
2;162;Artificial Intelligence and Robotics;2;11.6
2;162;Artificial Intelligence and Robotics;2;11.1
2;162;Artificial Intelligence and Robotics;2;10.1
2;162;Artificial Intelligence and Robotics;2;12
2;162;Artificial Intelligence and Robotics;2;8.6
2;162;Artificial Intelligence and Robotics;2;10.8
2;162;Astroengineering and Planetary Colonization;1;14
2;162;Astroengineering and Planetary Colonization;1;10
2;162;Astroengineering and Planetary Colonization;1;11.5
2;162;Astroengineering and Planetary Colonization;1;4
2;162;Astroengineering and Planetary Colonization;1;7
2;162;Astroengineering and Planetary Colonization;1;4
2;162;Astroengineering and Planetary Colonization;1;3
2;162;Cybernetics and Human Augmentation;1;7
2;162;Cybernetics and Human Augmentation;1;4
2;162;Cybernetics and Human Augmentation;1;15
2;162;Cybernetics and Human Augmentation;1;9
2;162;Cybernetics and Human Augmentation;1;11
2;162;Cybernetics and Human Augmentation;1;11
2;162;Cybernetics and Human Augmentation;1;12
2;162;Cybernetics and Human Augmentation;1;11
2;162;Cybernetics and Human Augmentation;1;12
2;162;Cybernetics and Human Augmentation;1;8
2;162;Energy Harvesting and Sustainability;2;15.9
2;162;Energy Harvesting and Sustainability;2;12.9
2;162;Energy Harvesting and Sustainability;2;15
2;162;Energy Harvesting and Sustainability;2;12.2
2;162;Interstellar Travel and Navigation;2;0
2;162;Interstellar Travel and Navigation;2;2.5
2;162;Interstellar Travel and Navigation;2;7
2;162;Interstellar Travel and Navigation;2;7
2;162;Interstellar Travel and Navigation;2;9
2;162;Interstellar Travel and Navigation;2;6
2;162;Interstellar Travel and Navigation;2;14
2;162;Interstellar Travel and Navigation;2;13.5
2;162;Interstellar Travel and Navigation;2;4
2;162;Interstellar Travel and Navigation;2;6.5
2;162;Neurotechnology and Mind Control;1;7.25
2;162;Neurotechnology and Mind Control;1;11
2;162;Neurotechnology and Mind Control;1;11.25
2;162;Neurotechnology and Mind Control;1;7.5
2;162;Neurotechnology and Mind Control;1;7.5
2;162;Neurotechnology and Mind Control;1;11.5
2;162;Neurotechnology and Mind Control;1;11.25
2;162;Neurotechnology and Mind Control;1;11.5
2;162;Neurotechnology and Mind Control;1;8.25
2;162;Quantum Physics and Time Manipulation;2;6
2;162;Quantum Physics and Time Manipulation;2;7
2;162;Quantum Physics and Time Manipulation;2;9
2;162;Quantum Physics and Time Manipulation;2;9
2;162;Quantum Physics and Time Manipulation;2;8
2;162;Quantum Physics and Time Manipulation;2;6
2;162;Quantum Physics and Time Manipulation;2;4
2;162;Quantum Physics and Time Manipulation;2;8
2;162;Quantum Physics and Time Manipulation;2;8
2;162;Quantum Physics and Time Manipulation;2;6
2;162;Space Law and Ethics;1;8.5
2;162;Space Law and Ethics;1;5.5
2;162;Space Law and Ethics;1;1
2;162;Space Law and Ethics;1;5
2;162;Space Law and Ethics;1;6.5
2;162;Space Law and Ethics;1;5.5
2;162;Space Law and Ethics;1;5.5
2;162;Space Law and Ethics;1;6
2;162;Space Law and Ethics;1;2.5
2;162;Space Law and Ethics;1;6.5
2;162;Virtual Reality and Simulated Environments;1;18.1
2;162;Virtual Reality and Simulated Environments;1;13.9
2;162;Virtual Reality and Simulated Environments;1;15.4
2;162;Virtual Reality and Simulated Environments;1;19
2;162;Virtual Reality and Simulated Environments;1;11.1
2;162;Virtual Reality and Simulated Environments;1;15.5
2;162;Xenobiology and Extraterrestrial Life;1;8.75
2;162;Xenobiology and Extraterrestrial Life;1;6.25
2;162;Xenobiology and Extraterrestrial Life;1;6.25
2;162;Xenobiology and Extraterrestrial Life;1;9
2;162;Xenobiology and Extraterrestrial Life;1;4.25
2;231;Artificial Intelligence and Robotics;2;13.8
2;231;Artificial Intelligence and Robotics;2;12.8
2;231;Artificial Intelligence and Robotics;2;10.6
2;231;Artificial Intelligence and Robotics;2;9.4
2;231;Artificial Intelligence and Robotics;2;10.5
2;231;Artificial Intelligence and Robotics;2;12.4
2;231;Astroengineering and Planetary Colonization;1;8.5
2;231;Astroengineering and Planetary Colonization;1;4.5
2;231;Astroengineering and Planetary Colonization;1;10
2;231;Astroengineering and Planetary Colonization;1;7.5
2;231;Astroengineering and Planetary Colonization;1;3.5
2;231;Astroengineering and Planetary Colonization;1;8
2;231;Astroengineering and Planetary Colonization;1;4.5
2;231;Astroengineering and Planetary Colonization;1;1.5
2;231;Cybernetics and Human Augmentation;1;9
2;231;Cybernetics and Human Augmentation;1;8
2;231;Cybernetics and Human Augmentation;1;11
2;231;Cybernetics and Human Augmentation;1;9
2;231;Cybernetics and Human Augmentation;1;9
2;231;Cybernetics and Human Augmentation;1;17
2;231;Cybernetics and Human Augmentation;1;10
2;231;Cybernetics and Human Augmentation;1;15
2;231;Cybernetics and Human Augmentation;1;12
2;231;Energy Harvesting and Sustainability;2;14.9
2;231;Energy Harvesting and Sustainability;2;9.3
2;231;Energy Harvesting and Sustainability;2;13.1
2;231;Energy Harvesting and Sustainability;2;11.8
2;231;Interstellar Travel and Navigation;2;16.5
2;231;Interstellar Travel and Navigation;2;8
2;231;Interstellar Travel and Navigation;2;14
2;231;Interstellar Travel and Navigation;2;7.5
2;231;Interstellar Travel and Navigation;2;13.5
2;231;Interstellar Travel and Navigation;2;13.5
2;231;Interstellar Travel and Navigation;2;6.5
2;231;Interstellar Travel and Navigation;2;7.5
2;231;Interstellar Travel and Navigation;2;7
2;231;Interstellar Travel and Navigation;2;4.5
2;231;Neurotechnology and Mind Control;1;5.75
2;231;Neurotechnology and Mind Control;1;7.5
2;231;Neurotechnology and Mind Control;1;7.25
2;231;Neurotechnology and Mind Control;1;5
2;231;Neurotechnology and Mind Control;1;5
2;231;Neurotechnology and Mind Control;1;9
2;231;Neurotechnology and Mind Control;1;5.25
2;231;Neurotechnology and Mind Control;1;10
2;231;Neurotechnology and Mind Control;1;9.5
2;231;Quantum Physics and Time Manipulation;2;9
2;231;Quantum Physics and Time Manipulation;2;8
2;231;Quantum Physics and Time Manipulation;2;10
2;231;Quantum Physics and Time Manipulation;2;10
2;231;Quantum Physics and Time Manipulation;2;8
2;231;Quantum Physics and Time Manipulation;2;7
2;231;Quantum Physics and Time Manipulation;2;8
2;231;Quantum Physics and Time Manipulation;2;7
2;231;Quantum Physics and Time Manipulation;2;8
2;231;Quantum Physics and Time Manipulation;2;8
2;231;Space Law and Ethics;1;7
2;231;Space Law and Ethics;1;5
2;231;Space Law and Ethics;1;4
2;231;Space Law and Ethics;1;8
2;231;Space Law and Ethics;1;6
2;231;Space Law and Ethics;1;3.5
2;231;Space Law and Ethics;1;9.5
2;231;Space Law and Ethics;1;5
2;231;Space Law and Ethics;1;5.5
2;231;Space Law and Ethics;1;5.5
2;231;Virtual Reality and Simulated Environments;1;19.6
2;231;Virtual Reality and Simulated Environments;1;17
2;231;Virtual Reality and Simulated Environments;1;15.9
2;231;Virtual Reality and Simulated Environments;1;18.7
2;231;Virtual Reality and Simulated Environments;1;15.6
2;231;Virtual Reality and Simulated Environments;1;18.4
2;231;Xenobiology and Extraterrestrial Life;1;6
2;231;Xenobiology and Extraterrestrial Life;1;6.5
2;231;Xenobiology and Extraterrestrial Life;1;3.75
2;231;Xenobiology and Extraterrestrial Life;1;3.75
2;231;Xenobiology and Extraterrestrial Life;1;5.75
2;234;Artificial Intelligence and Robotics;2;9.8
2;234;Artificial Intelligence and Robotics;2;10.5
2;234;Artificial Intelligence and Robotics;2;9.1
2;234;Artificial Intelligence and Robotics;2;10.2
2;234;Artificial Intelligence and Robotics;2;9.4
2;234;Artificial Intelligence and Robotics;2;10.2
2;234;Artificial Intelligence and Robotics;2;10.5
2;234;Astroengineering and Planetary Colonization;1;8.5
2;234;Astroengineering and Planetary Colonization;1;3
2;234;Astroengineering and Planetary Colonization;1;6.5
2;234;Astroengineering and Planetary Colonization;1;7
2;234;Astroengineering and Planetary Colonization;1;0.5
2;234;Astroengineering and Planetary Colonization;1;2.5
2;234;Astroengineering and Planetary Colonization;1;2
2;234;Astroengineering and Planetary Colonization;1;13.5
2;234;Cybernetics and Human Augmentation;1;15
2;234;Cybernetics and Human Augmentation;1;15
2;234;Cybernetics and Human Augmentation;1;11
2;234;Cybernetics and Human Augmentation;1;12
2;234;Cybernetics and Human Augmentation;1;12
2;234;Cybernetics and Human Augmentation;1;11
2;234;Cybernetics and Human Augmentation;1;6
2;234;Cybernetics and Human Augmentation;1;10
2;234;Cybernetics and Human Augmentation;1;9
2;234;Cybernetics and Human Augmentation;1;15
2;234;Energy Harvesting and Sustainability;2;14.2
2;234;Energy Harvesting and Sustainability;2;9.8
2;234;Energy Harvesting and Sustainability;2;14.4
2;234;Energy Harvesting and Sustainability;2;13.8
2;234;Interstellar Travel and Navigation;2;11.5
2;234;Interstellar Travel and Navigation;2;14
2;234;Interstellar Travel and Navigation;2;10.5
2;234;Interstellar Travel and Navigation;2;5.5
2;234;Interstellar Travel and Navigation;2;10
2;234;Interstellar Travel and Navigation;2;9.5
2;234;Interstellar Travel and Navigation;2;7.5
2;234;Interstellar Travel and Navigation;2;9
2;234;Interstellar Travel and Navigation;2;7
2;234;Interstellar Travel and Navigation;2;15
2;234;Neurotechnology and Mind Control;1;6.25
2;234;Neurotechnology and Mind Control;1;4.5
2;234;Neurotechnology and Mind Control;1;8.75
2;234;Neurotechnology and Mind Control;1;9.75
2;234;Neurotechnology and Mind Control;1;9.25
2;234;Neurotechnology and Mind Control;1;16.25
2;234;Neurotechnology and Mind Control;1;7.75
2;234;Neurotechnology and Mind Control;1;6
2;234;Neurotechnology and Mind Control;1;0.25
2;234;Quantum Physics and Time Manipulation;2;7
2;234;Quantum Physics and Time Manipulation;2;10
2;234;Quantum Physics and Time Manipulation;2;9
2;234;Quantum Physics and Time Manipulation;2;7
2;234;Quantum Physics and Time Manipulation;2;10
2;234;Quantum Physics and Time Manipulation;2;8
2;234;Quantum Physics and Time Manipulation;2;10
2;234;Quantum Physics and Time Manipulation;2;11
2;234;Quantum Physics and Time Manipulation;2;5
2;234;Quantum Physics and Time Manipulation;2;9
2;234;Space Law and Ethics;1;4
2;234;Space Law and Ethics;1;5.5
2;234;Space Law and Ethics;1;1
2;234;Space Law and Ethics;1;3.5
2;234;Space Law and Ethics;1;7
2;234;Space Law and Ethics;1;5.5
2;234;Space Law and Ethics;1;8.5
2;234;Space Law and Ethics;1;5.5
2;234;Space Law and Ethics;1;6.5
2;234;Space Law and Ethics;1;9
2;234;Virtual Reality and Simulated Environments;1;17.6
2;234;Virtual Reality and Simulated Environments;1;18.5
2;234;Virtual Reality and Simulated Environments;1;16.7
2;234;Virtual Reality and Simulated Environments;1;20
2;234;Virtual Reality and Simulated Environments;1;19.6
2;234;Xenobiology and Extraterrestrial Life;1;3.5
2;234;Xenobiology and Extraterrestrial Life;1;9.25
2;234;Xenobiology and Extraterrestrial Life;1;9.25
2;234;Xenobiology and Extraterrestrial Life;1;3.25
2;267;Artificial Intelligence and Robotics;2;10.6
2;267;Artificial Intelligence and Robotics;2;13.9
2;267;Artificial Intelligence and Robotics;2;12
2;267;Artificial Intelligence and Robotics;2;12.6
2;267;Artificial Intelligence and Robotics;2;11.3
2;267;Artificial Intelligence and Robotics;2;8.5
2;267;Artificial Intelligence and Robotics;2;10.3
2;267;Astroengineering and Planetary Colonization;1;7.5
2;267;Astroengineering and Planetary Colonization;1;7.5
2;267;Astroengineering and Planetary Colonization;1;9
2;267;Astroengineering and Planetary Colonization;1;5.5
2;267;Astroengineering and Planetary Colonization;1;5.5
2;267;Astroengineering and Planetary Colonization;1;8.5
2;267;Astroengineering and Planetary Colonization;1;4.5
2;267;Astroengineering and Planetary Colonization;1;7.5
2;267;Cybernetics and Human Augmentation;1;10
2;267;Cybernetics and Human Augmentation;1;13
2;267;Cybernetics and Human Augmentation;1;8
2;267;Cybernetics and Human Augmentation;1;13
2;267;Cybernetics and Human Augmentation;1;11
2;267;Cybernetics and Human Augmentation;1;14
2;267;Cybernetics and Human Augmentation;1;10
2;267;Cybernetics and Human Augmentation;1;10
2;267;Energy Harvesting and Sustainability;2;13.4
2;267;Energy Harvesting and Sustainability;2;15.1
2;267;Energy Harvesting and Sustainability;2;14.2
2;267;Energy Harvesting and Sustainability;2;12.8
